sniggering	has sibling	laughing
sound of things	has subtype	missile launch
bongos	can be heard in	jazz club
yelling	warns about	impending danger
distortion	belongs to class	noise
bathroom sounds	overlaps with	shower running
source-ambiguous sounds	has subtype	clunk
car	responds to	traffic signal
doorbell	produced during	knocking
rattle	belongs to class	source-ambiguous
electric train	precedes	train terminal departure
timpani	can be heard in	music performance
dog yipping	has parent	dog
vibration	caused by	vibration source
alarm signal	has children	car alarm ringing
classical music	has parent	music genre
ice cream truck	has sibling	truck
microwave oven	produced during	heating
heart murmur	produced during	heartbeat
acoustic guitar	has sibling	playing guitar
screech	perceived as	alarming
female screaming	is a type of	human sounds
office sounds	scene contains	coffee machine humming
duck	associated with environment	pond
metro	is a type of	transportation
string section	belongs to class	musical instrument
water natural	has subtype	water drop
ship	is instance of	watercraft
violin fiddle	belongs to class	musical instrument
crack	associated with environment	wood
channel environment and background	has subtype	echo
light engine (high frequency)	has children	planning timber
pumping water	belongs to class	hose pump
bull	warns about	stampede alert
stir	has parent	liquid
snowmobile	associated with event	snowmobiling excursion
grunting	associated with environment	animals in the wild
water vehicle	part of scene	paddleboard
slapping	event composed of	hand striking surface
squish	has subtype	squishing water
outdoor rural or natural	transcribed as	rustling branches
mains hum	belongs to class	channel environment and background
beat	generated by	musician
bell	occurs in	synagogue
shower	used for	washing
roll	can be heard in	kitchen
crying	originates from	baby
bongos	indicates	percussion
music	has subtype	didgeridoo
dishwasher	event composed of	water flow
musical instrument	has sibling	music
speech	can be heard in	public speaking venue
rattle (instrument)	belongs to class	musical instrument
crow caw	belongs to class	crow
dog	has children	dog yipping
car engine accelerating	belongs to class	car
video game music	has sibling	music role
large rotating saw	occurs in	construction site
donkey	occurs in	farm
door	associated with environment	hotel
vehicle	has subtype	car skidding
piano	performed by	musician
bassoon	can be heard in	concert hall
slosh	overlaps with	water splashing
wood thrush calling	has parent	bird vocalization call or song
vibration	has parent	noise
door slam	is sound of	metal
wild animal	has subtype	mynah bird
eruption	has sibling	non-machinery impact
alto saxophone	can be heard in	jazz club
piano	has children	electric piano
warbler chirping	emitted by	bird
wolf whistling	belongs to class	canidae dogs wolves
footsteps	co-occurs with	footsteps on grass
clip-clop	overlaps with	footsteps
light engine (high frequency)	has children	electric grinder grinding
dishes or pots or pans	belongs to class	things
music	associated with environment	festival
electric train	caused by	electric motor
rope skipping	occurs in	gym
cutlery or silverware	occurs in	kitchen
beat	originates from	percussion
djembe	associated with environment	music studio session
large rotating saw	belongs to class	things
dog whimpering	caused by	pain
bird vocalization call or song	localized in	open field
fly housefly	occurs in	home
mandolin	overlaps with	mandolin family
sharpen knife	belongs to class	domestic sounds
baby babbling	occurs in	shop
harmonica	perceived as	musical
crackle	belongs to class	fire
metro	scene contains	train wheels screeching
firing cannon	can be heard in	battlefield
typewriter	associated with environment	library
walking	is a type of	human activity
human non-speech sounds	has subtype	drinking
train	is instance of	locomotive
vehicle	originates from	parking garage entrance
bus wheel rolling	has sibling	bus
explosion	occurs in	street
gong	localized in	observatory
water	associated with environment	lake
change bell ringing	belongs to class	bell
walking	has subtype	footsteps on sand
gush	event composed of	water
rail transport	belongs to class	vehicle
goat or sheep bleat	occurs in	farm
buzzer ringing	is a type of	mechanical
sound effect	has parent	other sourceless
dog	responds to	whining
saxophone	has subtype	instrument
singing	has children	male singing
wheel rolling	occurs in	construction site
heavy engine (low frequency)	occurs in	busy street
crunch	occurs in	room
animal	has subtype	cow lowing
electric trimmer	belongs to class	bathroom sounds
woodpecker	associated with environment	forest
marimba and xylophone	localized in	concert stage
shouting	has subtype	whoop
vibraphone	part of scene	music studio
grinding	can be heard in	machine shop
motorcycle	part of scene	road
harpsichord	scene contains	music concert venue
engine	occurs in	car interior
flamenco music	has sibling	latin america music
chime	temporal component of	ringing
throat cleaning	occurs in	car interior
harmonica	has pitch	medium
door domestic	event composed of	door opening
hi-hat	precedes	drum beat
engine idling	localized in	parking lot
chord	temporal component of	harmony
sound equipment	has subtype	microphone
indoor environment	has subtype	small room
music	has subtype	classical music
whoosh swoosh swish	belongs to class	onomatopoeia
power tool	precedes	using power tool for construction project
microphone	has parent	equipment
motorcycle engine accelerating	belongs to class	road vehicle
police radio chatter	generated by	police dispatch
ping	temporal component of	event
object impact	has subtype	object rustling
cash register beeping	has parent	mechanisms
steelpan	responds to	cultural expression
human sounds	has subtype	baby babbling
chopping wood	has sibling	wood
cow lowing	belongs to class	animal
siren ringing	produces	emergency
cat purring	belongs to class	domestic animal
traffic noise	has parent	things
woodpecker	associated with environment	park
liquid boiling	occurs in	cafe or restaurant
refrigerator	warns about	overheating
alarm signal	has subtype	civil defense siren ringing
bowling balls	originates from	bowling pin
duck	part of scene	lake
pouring water	generated by	pitcher
opera	can be heard in	concert hall
song	described by	a musical composition or piece of music
electric shaver	produced during	grooming
shofar	part of scene	religious ceremony
walking	responds to	footsteps on ground
field recording	perceived as	natural
tambourine	scene contains	street performance
grunting	occurs in	construction site
car brake	belongs to class	brakes squeaking
trumpet	overlaps with	parade
motorcycle wheel rolling	generated by	road
tambourine	associated with environment	dance party
sound of things	has subtype	unit
siren ringing	occurs in	public square
chopping food	produced during	preparing a meal
video game/tv	has parent	reproduction
sweeping	described by	a task that involves removing dirt or debris from a specific area or surface
large vehicle	has subtype	bus
music	has subtype	melody
tornado	occurs in	busy street
acoustic environment	has sibling	channel environment and background
shower	occurs in	home
timpani	has subtype	percussion
reverberation	perceived as	echo
flap	occurs in	train
telephone	described by	a device used for communication over the wireless network
song	belongs to class	musical concepts
music of bollywood	belongs to class	asia music
bird chirping	has children	mynah bird
domestic sounds	has subtype	object fall
electronic dance music	has parent	electronic music
chainsaw	associated with environment	lumber yard
mouse	produces	scurrying
singing	produced during	singing lesson
dental drill	has parent	power tool
vibraphone	has subtype	percussion instrument
clicking	has subtype	mouse click
chimpanzee	warns about	deforestation
fire truck siren ringing	temporal component of	fire truck
music	has subtype	drum machine
musical concepts	scene contains	music recording studio live room
sonar	originates from	submarine
applause	originates from	applause
mosquito	produces	buzzing
plucked string instrument	has children	ukulele
electric rotor drone	occurs in	city center
explosion	has subtype	fireworks
alarm signal	has subtype	telephone
kitchen sounds	has children	water tap or faucet
ukulele	associated with event	stringed instrument
chatter	originates from	people
vehicle door opens or closes	emitted by	car
pizzicato	entails event	musical instrument
clatter	responds to	striking two objects
human non-speech sounds	generated by	human physical activity
road vehicle	occurs in	bus interior
electric piano	belongs to class	piano
truck	occurs in	construction site
music	occurs in	elevator background music
guiro	associated with environment	festival
insect chirping	produced during	insect mating
